Order Code,Out Order Code,Waybill No.,Package number,Order Type,Payment Type,Name of courier company,Platform,Order Subtype,Store,Invoice,invoiceTitle,tax invoice content,System Shortage,Appointment Delivery,Order Creation Time,Order Time,Payment time,WMS receiving time,cancelled time,Owner code,Owner name,Order Status,Picking Type,Province,City,District,outbound time,Expected outbound time,Expected # Items,Number of items shipped,Expected # SKU,total number of order package,order package outbound quantity,weight,distribute,LP code,Unified packing material,Recommend packaging material,transaction number,Priority Delivery (G)
SO124773,OO124773,Waybill1440,PN13662,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:48,,,8/9/2024 9:48,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:37,8/11/2024 0:59,1,1,1,1,1,500,no,WH00000,no,,TXN010621,no
SO124774,OO124774,Waybill1441,PN13663,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:55,,,8/9/2024 9:55,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:40,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010611,no
SO124775,OO124775,Waybill1442,PN13664,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:47,,,8/9/2024 9:47,,12345678,Seller A,shipped,,****,****,****,,8/11/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN010600,no
SO124776,OO124776,Waybill1443,PN13665,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:46,,,8/9/2024 9:46,,12345678,Seller A,shipped,,****,****,****,8/9/2024 16:27,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN010601,no
SO124777,OO124777,Waybill1444,PN13666,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:44,,,8/9/2024 9:44,,12345678,Seller A,shipped,,****,****,****,8/9/2024 16:57,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010612,no
SO124778,OO124778,Waybill1445,PN13667,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:39,,,8/9/2024 9:39,,12345678,Seller A,shipped,,****,****,****,,8/11/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN010602,no
SO124779,OO124779,Waybill1446,PN13668,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:37,,,8/9/2024 9:37,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:01,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN010592,no
SO124780,OO124780,Waybill1447,PN13669,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:26,,,8/9/2024 9:26,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:27,8/11/2024 0:59,1,1,1,1,1,450,no,WH00000,no,,TXN010590,no
SO124781,OO124781,Waybill1448,PN13670,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:19,,,8/9/2024 9:19,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:41,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010574,no
SO124782,OO124782,Waybill1449,PN13671,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:37,,,8/9/2024 9:37,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:59,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010572,no
SO124783,OO124783,Waybill1450,PN13672,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:39,,,8/9/2024 9:39,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:24,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN010569,no
SO124784,OO124784,Waybill1451,PN13673,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:30,,,8/9/2024 9:30,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:41,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010570,no
SO124785,OO124785,Waybill1452,PN13674,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:14,,,8/9/2024 9:14,,12345678,Seller A,shipped,,****,****,****,,8/11/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN010584,no
SO124786,OO124786,Waybill1453,PN13675,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:12,,,8/9/2024 9:12,,12345678,Seller A,shipped,,****,****,****,8/9/2024 16:57,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010583,no
SO124787,OO124787,Waybill1454,PN13676,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 8:59,,,8/9/2024 8:59,,12345678,Seller A,shipped,,****,****,****,,8/11/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN010577,no
SO124788,OO124788,Waybill1455,PN13677,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 8:57,,,8/9/2024 8:57,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:36,8/11/2024 0:59,3,3,3,1,1,1150,no,WH00000,no,,TXN010573,no
SO124789,OO124789,Waybill1456,PN13678,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 8:51,,,8/9/2024 8:51,,12345678,Seller A,shipped,,****,****,****,8/9/2024 18:03,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN010579,no
SO124790,OO124790,Waybill1457,PN13679,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 8:46,,,8/9/2024 8:46,,12345678,Seller A,intercepted,,****,****,****,8/9/2024 17:29,8/11/2024 0:59,1,1,1,1,1,450,no,WH00000,no,,TXN010520,no
SO124791,OO124791,Waybill1458,PN13680,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 8:51,,,8/9/2024 8:51,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:30,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010564,no
SO124792,OO124792,Waybill1459,PN13681,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:12,,,8/9/2024 9:12,,12345678,Seller A,shipped,,****,****,****,8/9/2024 18:43,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010553,no
SO124793,OO124793,Waybill1460,PN13682,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:04,,,8/9/2024 9:04,,12345678,Seller A,shipped,,****,****,****,8/9/2024 18:32,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010548,no
SO124794,OO124794,Waybill1461,PN13683,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:02,,,8/9/2024 9:02,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:30,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010562,no
SO124795,OO124795,Waybill1462,PN13684,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 9:02,,,8/9/2024 9:02,,12345678,Seller A,shipped,,****,****,****,8/9/2024 18:39,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010552,no
SO124796,OO124796,Waybill1463,PN13685,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 8:59,,,8/9/2024 8:59,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:36,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010544,no
SO124797,OO124797,Waybill1464,PN13686,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 8:53,,,8/9/2024 8:53,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:41,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010541,no
SO124798,OO124798,Waybill1465,PN13687,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 8:45,,,8/9/2024 8:45,,12345678,Seller A,shipped,,****,****,****,8/9/2024 18:27,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN010536,no
SO124799,OO124799,Waybill1466,PN13688,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 8:44,,,8/9/2024 8:44,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:34,8/11/2024 0:59,1,1,1,1,1,500,no,WH00000,no,,TXN010535,no
SO124800,OO124800,Waybill1467,PN13689,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 8:35,,,8/9/2024 8:35,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:57,8/11/2024 0:59,1,1,1,1,1,850,no,WH00000,no,,TXN010563,no
SO124801,OO124801,Waybill1468,PN13690,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 8:55,,,8/9/2024 8:55,,12345678,Seller A,intercepted,,****,****,****,,8/11/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN010426,no
SO124802,OO124802,Waybill1469,PN13691,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 8:37,,,8/9/2024 8:37,,12345678,Seller A,shipped,,****,****,****,8/9/2024 18:25,8/11/2024 0:59,1,1,1,1,1,850,no,WH00000,no,,TXN010543,no
SO124803,OO124803,Waybill1470,PN13692,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 8:36,,,8/9/2024 8:36,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:51,8/11/2024 0:59,2,2,2,1,1,1100,no,WH00000,no,,TXN010565,no
SO124804,OO124804,Waybill1471,PN13693,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 8:28,,,8/9/2024 8:28,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:34,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN010558,no
SO124805,OO124805,Waybill1472,PN13694,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 8:40,,,8/9/2024 8:40,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:02,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN010557,no
SO124806,OO124806,Waybill1473,PN13695,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 8:24,,,8/9/2024 8:24,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:40,8/11/2024 0:59,1,1,1,1,1,350,no,WH00000,no,,TXN010556,no
SO124807,OO124807,Waybill1474,PN13696,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 7:27,,,8/9/2024 7:27,,12345678,Seller A,shipped,,****,****,****,,8/11/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN010540,no
SO124808,OO124808,Waybill1475,PN13697,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 7:25,,,8/9/2024 7:25,,12345678,Seller A,shipped,,****,****,****,8/9/2024 18:28,8/11/2024 0:59,2,2,2,1,1,650,no,WH00000,no,,TXN010528,no
SO124809,OO124809,Waybill1476,PN13698,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 7:22,,,8/9/2024 7:22,,12345678,Seller A,intercepted,,****,****,****,8/9/2024 17:23,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010530,no
SO124810,OO124810,Waybill1477,PN13699,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 6:41,,,8/9/2024 6:41,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:23,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN010522,no
SO124811,OO124811,Waybill1478,PN13700,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 6:30,,,8/9/2024 6:30,,12345678,Seller A,shipped,,****,****,****,8/9/2024 16:48,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010514,no
SO124812,OO124812,Waybill1479,PN13701,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 6:38,,,8/9/2024 6:38,,12345678,Seller A,shipped,,****,****,****,8/9/2024 16:57,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010498,no
SO124813,OO124813,Waybill1480,PN13702,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 5:08,,,8/9/2024 5:08,,12345678,Seller A,shipped,,****,****,****,8/9/2024 16:42,8/11/2024 0:59,1,1,1,1,1,500,no,WH00000,no,,TXN010487,no
SO124814,OO124814,Waybill1481,PN13703,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 4:55,,,8/9/2024 4:55,,12345678,Seller A,shipped,,****,****,****,8/9/2024 18:05,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010483,no
SO124815,OO124815,Waybill1482,PN13704,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 4:06,,,8/9/2024 4:06,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:02,8/11/2024 0:59,1,1,1,1,1,800,no,WH00000,no,,TXN010477,no
SO124816,OO124816,Waybill1483,PN13705,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 3:59,,,8/9/2024 3:59,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:37,8/11/2024 0:59,1,1,1,1,1,850,no,WH00000,no,,TXN010468,no
SO124817,OO124817,Waybill1484,PN13706,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 4:09,,,8/9/2024 4:09,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:37,8/11/2024 0:59,1,1,1,1,1,400,no,WH00000,no,,TXN010525,no
SO124818,OO124818,Waybill1485,PN13707,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 3:44,,,8/9/2024 3:44,,12345678,Seller A,shipped,,****,****,****,8/9/2024 18:02,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010510,no
SO124819,OO124819,Waybill1486,PN13708,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 3:55,,,8/9/2024 3:55,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:42,8/11/2024 0:59,2,2,2,1,1,1100,no,WH00000,no,,TXN010491,no
SO124820,OO124820,Waybill1487,PN13709,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 3:46,,,8/9/2024 3:46,,12345678,Seller A,shipped,,****,****,****,8/9/2024 16:57,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010476,no
SO124821,OO124821,Waybill1488,PN13710,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 3:35,,,8/9/2024 3:35,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:02,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN010438,no
SO124822,OO124822,Waybill1489,PN13711,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 3:29,,,8/9/2024 3:29,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:39,8/11/2024 0:59,2,2,2,1,1,1670,no,WH00000,no,,TXN010437,no
SO124823,OO124823,Waybill1490,PN13712,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 3:25,,,8/9/2024 3:25,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:21,8/11/2024 0:59,4,4,4,1,1,1500,no,WH00000,no,,TXN010458,no
SO124824,OO124824,Waybill1491,PN13713,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 3:25,,,8/9/2024 3:25,,12345678,Seller A,shipped,,****,****,****,8/9/2024 18:20,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN010443,no
SO124825,OO124825,Waybill1492,PN13714,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 3:24,,,8/9/2024 3:24,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:27,8/11/2024 0:59,1,1,1,1,1,400,no,WH00000,no,,TXN010442,no
SO124826,OO124826,Waybill1493,PN13715,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 3:17,,,8/9/2024 3:17,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:55,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN010428,no
SO124827,OO124827,Waybill1494,PN13716,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 3:16,,,8/9/2024 3:16,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:03,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010424,no
SO124828,OO124828,Waybill1495,PN13717,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 3:42,,,8/9/2024 3:42,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:01,8/11/2024 0:59,1,1,1,1,1,450,no,WH00000,no,,TXN010450,no
SO124829,OO124829,Waybill1496,PN13718,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 3:07,,,8/9/2024 3:07,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:04,8/11/2024 0:59,1,1,1,1,1,350,no,WH00000,no,,TXN010431,no
SO124830,OO124830,Waybill1497,PN13719,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 2:37,,,8/9/2024 2:37,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:40,8/11/2024 0:59,2,2,2,1,1,900,no,WH00000,no,,TXN010423,no
SO124831,OO124831,Waybill1498,PN13720,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 2:35,,,8/9/2024 2:35,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:55,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010391,no
SO124832,OO124832,Waybill1499,PN13721,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 2:28,,,8/9/2024 2:28,,12345678,Seller A,shipped,,****,****,****,8/9/2024 18:02,8/11/2024 0:59,1,1,1,1,1,550,no,WH00000,no,,TXN010379,no
SO124833,OO124833,Waybill1500,PN13722,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 2:58,,,8/9/2024 2:58,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:36,8/11/2024 0:59,1,1,1,1,1,850,no,WH00000,no,,TXN010422,no
SO124834,OO124834,Waybill1501,PN13723,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 2:54,,,8/9/2024 2:54,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:31,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN010413,no
SO124835,OO124835,Waybill1502,PN13724,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 2:19,,,8/9/2024 2:19,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:03,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN010403,no
SO124836,OO124836,Waybill1503,PN13725,multiple SKU multiple items,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 2:17,,,8/9/2024 2:17,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:08,8/11/2024 0:59,3,3,2,1,1,1350,no,WH00000,no,,TXN010404,no
SO124837,OO124837,Waybill1504,PN13726,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 2:12,,,8/9/2024 2:12,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:04,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010400,no
SO124838,OO124838,Waybill1505,PN13727,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:58,,,8/9/2024 1:58,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:40,8/11/2024 0:59,1,1,1,1,1,400,no,WH00000,no,,TXN010395,no
SO124839,OO124839,Waybill1506,PN13728,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:51,,,8/9/2024 1:51,,12345678,Seller A,intercepted,,****,****,****,,8/11/2024 0:59,2,0,2,1,0,,no,WH00000,no,,TXN010332,no
SO124840,OO124840,Waybill1507,PN13729,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 2:03,,,8/9/2024 2:03,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:37,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010407,no
SO124841,OO124841,Waybill1508,PN13730,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:49,,,8/9/2024 1:49,,12345678,Seller A,shipped,,****,****,****,8/9/2024 16:10,8/11/2024 0:59,2,2,2,1,1,950,no,WH00000,no,,TXN010405,no
SO124842,OO124842,Waybill1509,PN13731,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:44,,,8/9/2024 1:44,,12345678,Seller A,shipped,,****,****,****,,8/11/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN010392,no
SO124843,OO124843,Waybill1510,PN13732,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:36,,,8/9/2024 1:36,,12345678,Seller A,shipped,,****,****,****,8/9/2024 16:05,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010375,no
SO124844,OO124844,Waybill1511,PN13733,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:35,,,8/9/2024 1:35,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:01,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN010409,no
SO124845,OO124845,Waybill1512,PN13734,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:51,,,8/9/2024 1:51,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:29,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010408,no
SO124846,OO124846,Waybill1513,PN13735,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:49,,,8/9/2024 1:49,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:03,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010398,no
SO124847,OO124847,Waybill1514,PN13736,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:45,,,8/9/2024 1:45,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:34,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010394,no
SO124848,OO124848,Waybill1515,PN13737,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:37,,,8/9/2024 1:37,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:54,8/11/2024 0:59,1,1,1,1,1,900,no,WH00000,no,,TXN010386,no
SO124849,OO124849,Waybill1516,PN13738,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:33,,,8/9/2024 1:33,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:00,8/11/2024 0:59,1,1,1,1,1,900,no,WH00000,no,,TXN010372,no
SO124850,OO124850,Waybill1517,PN13739,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:33,,,8/9/2024 1:33,,12345678,Seller A,shipped,,****,****,****,8/9/2024 18:02,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010371,no
SO124851,OO124851,Waybill1518,PN13740,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:37,,,8/9/2024 1:37,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:01,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010365,no
SO124852,OO124852,Waybill1519,PN13741,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:34,,,8/9/2024 1:34,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:34,8/11/2024 0:59,1,1,1,1,1,650,no,WH00000,no,,TXN010362,no
SO124853,OO124853,Waybill1520,PN13742,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:27,,,8/9/2024 1:27,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:34,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN010343,no
SO124854,OO124854,Waybill1521,PN13743,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:26,,,8/9/2024 1:26,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:02,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN010336,no
SO124855,OO124855,Waybill1522,PN13744,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:15,,,8/9/2024 1:15,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:06,8/11/2024 0:59,2,2,2,1,1,1100,no,WH00000,no,,TXN010335,no
SO124856,OO124856,Waybill1523,PN13745,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:10,,,8/9/2024 1:10,,12345678,Seller A,shipped,,****,****,****,8/9/2024 16:50,8/11/2024 0:59,2,2,2,1,1,800,no,WH00000,no,,TXN010314,no
SO124857,OO124857,Waybill1524,PN13746,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:10,,,8/9/2024 1:10,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:04,8/11/2024 0:59,2,2,2,1,1,1100,no,WH00000,no,,TXN010311,no
SO124858,OO124858,Waybill1525,PN13747,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:10,,,8/9/2024 1:10,,12345678,Seller A,shipped,,****,****,****,8/9/2024 16:42,8/11/2024 0:59,2,2,2,1,1,1100,no,WH00000,no,,TXN010299,no
SO124859,OO124859,Waybill1526,PN13748,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:20,,,8/9/2024 1:20,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:54,8/11/2024 0:59,1,1,1,1,1,350,no,WH00000,no,,TXN010298,no
SO124860,OO124860,Waybill1527,PN13749,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/9/2024 1:20,,,8/9/2024 1:20,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:02,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN010289,no
